facility_id;state_id;lga_id;name;facility_type;address1;address2;phone1;phone2;email;pad_hospital_num;day_dqa;active;partner_ids;national_id;datim_id
724;3;64;ak Nung Okubo 2 Health Centre;Rural;;0;;;;1;12;1;;;
725;3;64;ak Oruk Anam Primary Health Centre;Rural;;0;;;;1;12;1;;;gqJLAa2yUxY
726;3;64;ak Ukpom Edem Inyang Primary Health Centre;Rural;;0;;;;1;12;1;;;mAgpQm4pI6l
727;3;65;ak Ekim Primary Health Centre;Rural;;0;;;;1;12;1;;;
728;3;65;ak Eyibia Health Post;Rural;;0;;;;1;12;1;;;
729;3;65;ak Eyo Okponung Primary Health Centre;Rural;;0;;;;1;12;1;;;E3oAjMwPTJx
730;3;65;ak Eyofin Primary Health Centre;Rural;;0;;;;1;12;1;;;tnkmHqHxeyp
731;3;65;ak Eyokpu Primary Health Centre;Rural;;0;;;;1;12;1;;;
732;3;65;ak Eyonsek Health Post;Rural;;0;;;;1;12;1;;;
733;3;65;ak Uboro Isong Inyang Health Post;Rural;;0;;;;1;12;1;;;
734;3;65;ak Ukukudung Health Post;Rural;;0;;;;1;12;1;;;
735;3;65;ak Unwana Oro Christian Med. Centre;Rural;;0;;;;1;12;1;;;
736;3;66;ak Adat Ifang Health Centre;Rural;;0;;;;1;12;1;;;
737;3;66;ak Afaha Ikot Inyang Health Centre;Rural;;0;;;;1;12;1;;;
738;3;66;ak Andikan Clinic;Rural;;0;;;;1;12;1;;;
739;3;66;ak Ikot Akpa Ntuk Primary Health Centre;Rural;;0;;;;1;12;1;;;PBvN0n4G8hf
740;3;66;ak Ikot Ebok Health Post;Rural;;0;;;;1;12;1;;;
741;3;66;ak Ikot Odiong Health Post;Rural;;0;;;;1;12;1;;;
742;3;66;ak Ikot Oku Usung Primary Health Centre;Rural;;0;;;;1;12;1;;;
743;3;66;ak Ikot Udo Ossiom Health Centre;Rural;;0;;;;1;12;1;;;
744;3;66;ak Ikot Unah Health Centre;Rural;;0;;;;1;12;1;;;
745;3;66;ak Nkek Health Post;Rural;;0;;;;1;12;1;;;
746;3;66;ak Northern Afaha Health Centre;Rural;;0;;;;1;12;1;;;kPFzFxb61Uz
747;3;66;ak Nsekhe Health Centre;Rural;;0;;;;1;12;1;;;
748;3;66;ak Ohoabu Health Centre;Rural;;0;;;;1;12;1;;;
749;3;67;ak Adadia Health Post;Rural;;0;;;;1;12;1;;;u5BfBK9huH4
750;3;67;ak Ayadehe Health Post;Rural;;0;;;;1;12;1;;;
751;3;67;ak Ekpene Ibia Primary Health Center;Rural;;0;;;;1;12;1;;;l1uvWVMaokB
752;3;67;ak Ibiaku Isshiet Primary Health Centre;Rural;;0;;;;1;12;1;;;w5eSPCsTUXh
753;3;67;ak Ibiaku-Uruan Primary Health Centre;Rural;;0;;;;1;12;1;;;rVULNREkq0q
754;3;67;ak Idu-Uruan Primary Health Centre;Rural;;0;;;;1;12;1;;;lQTQ4TXvJyY
755;3;67;ak Ikot Otoenyie Health Post;Rural;;0;;;;1;12;1;;;KwX0sJpQG48
756;3;67;ak Ituk Mbang Methodist General Hospital;Rural;;0;;;;1;12;1;;;HfmNgrzgWEZ
757;3;67;ak Mbiaya Comprehensive Health Centre;Rural;;0;;;;1;12;1;;;gNraY9lqY0q
758;3;67;ak Ndon Ebom Primary Health Center;Rural;;0;;;;1;12;1;;;L9BtLFuM11b
759;3;67;ak Nwaniba Primary Health Centre;Urban;;0;;;;1;12;1;;;s04k18oAHbQ
760;3;67;ak Use Primary Health Centre;Rural;;0;;;;1;12;1;;;QMs8rQLRnLB
761;3;68;ak Base Urue Offong Primary Health Centre;Rural;;0;;;;1;12;1;;;O7ZT10hlis4
762;3;68;ak Ibotong Health Post;Rural;;0;;;;1;12;1;;;VaoQjIUcmDy
763;3;68;ak Ikpe Oro Health Post;Rural;;0;;;;1;12;1;;;L9aOC5x6Dm8
764;3;68;ak Mbokpu Eyoima Health Centre;Rural;;0;;;;1;12;1;;;
765;3;68;ak Mbokpu Uko Akai Health Post;Rural;;0;;;;1;12;1;;;
766;3;68;ak Mbokpu-Eyoakan Health Centre;Rural;;0;;;;1;12;1;;;hBMgAL3QIyX
767;3;68;ak Oduonim Health Post;Rural;;0;;;;1;12;1;;;bTaWOxebwQJ
768;3;68;ak Okossi Model Primary Health Centre;Urban;;0;;;;1;12;1;;;
769;3;68;ak Oruko General Hospital;Rural;;0;;;;1;12;1;;;amXJpQydaBz
770;3;68;ak Oruko Primary Health Centre;Rural;;0;;;;1;12;1;;;QWkhj6LkQMO
771;3;68;ak Oyobia Health Post;Rural;;0;;;;1;12;1;;;
772;3;68;ak Oyoku Ibighi Health Centre;Rural;;0;;;;1;12;1;;;bpiu4ybCVk7
773;3;68;ak Udung Ukpor Health Post;Rural;;0;;;;1;12;1;;;
774;3;69;ak AIDS Care Managers;Urban;;0;;;;1;12;1;;;
775;3;69;ak Aka Offot Health Centre;Urban;;0;;;;1;12;1;;;kuXwV4l4NMq
776;3;69;ak Alma Clinic;Urban;;0;;;;1;12;1;;;N5WG30oDNur
777;3;69;ak Dammy Memorial Hospital;Urban;;0;;;;1;12;1;;;zDZmjvQ96yV
778;3;69;ak Domingo Specialist Hospital;Urban;;0;;;;1;12;1;;;
779;3;69;ak Dyme hospital and Maternity;Urban;;0;;;;1;12;1;;;m6RTY41CWge
780;3;69;ak Faith Medical Centre;Urban;;0;;;;1;12;1;;;V8YT2NNlWDV
781;3;69;ak Gateway Hospital;Urban;;0;;;;1;12;1;;;CCcAjuVA9e3
782;3;69;ak Good Health Clinic;Urban;;0;;;;1;12;1;;;soMixeM4ugO
783;3;69;ak Health Confidence Centre;Urban;;0;;;;1;12;1;;;t07n8m2M1fn
784;3;69;ak HU PACE Akwa Ibom State Community Pharmacist;Urban;;0;;;;1;12;1;;;
785;3;69;ak Idoro Obio Health Centre;Urban;;0;;;;1;12;1;;;OX2RLpRPBK4
786;3;69;ak Ifa Atai Health Post;Urban;;0;;;;1;12;1;;;wj03dAcVomS
787;3;69;ak Ifa Ikot Health Centre;Urban;;0;;;;1;12;1;;;VusBKeS840r
788;3;69;ak Ikot Ayan Ikono Primary Health Centre;Urban;;0;;;;1;12;1;;;OvwdEjZGjKt
789;3;69;ak Ikot Ebo Ikono Primary Health Centre;Urban;;0;;;;1;12;1;;;xvOMLYxtF7D
790;3;69;ak Ikot Okubo Primary Health Centre;Urban;;0;;;;1;12;1;;;siGKb9DTTcY
791;3;69;ak LifeCare Clinic;Urban;;0;;;;1;12;1;;;Cmu3rczjJ3v
792;3;69;ak Mainland Clinic;Urban;;0;;;;1;12;1;;;dfVvy6IwDFZ
793;3;69;ak Marickson Hospital;Urban;;0;;;;1;12;1;;;Vz80DZ0MoFG
794;3;69;ak Mbak Etoi Primary Health Centre;Urban;;0;;;;1;12;1;;;JtzEimEaHSe
795;3;69;ak Mbiabong Primary Health Centre;Urban;;0;;;;1;12;1;;;YjxQYf0Wb3T
796;3;69;ak Mount Olive Clinic and Maternity;Urban;;0;;;;1;12;1;;;qQl2mCtCudj
797;3;69;ak NCI Medical Centre;Urban;;0;;;;1;12;1;;;DJmk6h2XHiH
798;3;69;ak Nissi Specialist Hospital;Urban;;0;;;;1;12;1;;;G5nPLnA1SBV
799;3;69;ak Oku Model Health Centre Uyo;Urban;;0;;;;1;12;1;;;ByosPb3uhpZ
800;3;69;ak Our Lady of Lourdes Infirmary;Urban;;0;;;;1;12;1;;;vVnDk5RgWyb
801;3;69;ak Precious Seed Clinic;Urban;;0;;;;1;12;1;;;ScMpgHeSzU8
802;3;69;ak Premier Medical Centre;Urban;;0;;;;1;12;1;;;Wpbeq1IYUGg
803;3;69;ak Ubong Abasi Specialist Clinic;Urban;;0;;;;1;12;1;;;zXsarb4djvA
804;3;69;ak University of Uyo Medical Centre;Urban;;0;;;;1;12;1;;;zyNpCab6d3Z
805;3;69;ak University of Uyo Youth Friendly Centre;Urban;;0;;;;1;12;1;;;UnF6McHvobI
806;3;69;ak University Teaching Hospital;Urban;;0;;;;1;12;1;;;qlDibKC0IEv
807;3;69;ak Unwana Family Hospital;Urban;;0;;;;1;12;1;;;Oc1K8DmRm1Q
808;3;69;ak Uwakmfon Specialist Hospital;Urban;;0;;;;1;12;1;;;NowTPGhEUeN
809;3;69;ak Uyo Base Primary Health Centre;Urban;;0;;;;1;12;1;;;uEVMPceCov1
810;3;69;ak Uyo Police Clinic;Urban;;0;;;;1;12;1;;;GNxyTCxwfNv
811;3;69;ak Uyo Saman Clinic;Urban;;0;;;;1;12;1;;;yjNkBYwXrpH
812;3;69;ak Uyo St Athanasius Medical Centre;Urban;;0;;;;1;12;1;;;nnjEYKiOt3O
813;4;70;an Achina Comprehensive Health Centre;Rural;;0;;;;1;12;1;;;
814;4;70;an Achinna Primary Health Centre Oye;Rural;;0;;;;1;12;1;;;
815;4;70;an Aguata Primary Health Centre;Rural;;0;;;;1;12;1;;;vdq2GEoDaU6
816;4;70;an Aku Ezenifite Primary Health Centre;Rural;;0;;;;1;12;1;;;
817;4;70;an Amesi Primary Health Centre;Rural;;0;;;;1;12;1;;;
818;4;70;an Apex Medical Centre;Rural;;0;;;;1;12;1;;;ViydxSA0ReP
819;4;70;an Ave Maria Medical Centre;Rural;;0;;;;1;12;1;;;
820;4;70;an Chibuzo Maternity Hospital Ekwulobia;Rural;;0;;;;1;12;1;;;
821;4;70;an Chidera Model Hospital and Maternity Home;Rural;;0;;;;1;12;1;;;t2Nwu9XDk4d
822;4;70;an Chiemelie Hospital/Maternity;Rural;;0;;;;1;12;1;;;
823;4;70;an Ekwulobia General Hospital;Rural;;0;;;;1;12;1;;;Gxtwm2IUAvH
824;4;70;an Ifite Igboukwu Primary Health Centre;Rural;;0;;;;1;12;1;;;
825;4;70;an Igboukwu Diocesan Hospital;Rural;;0;;;;1;12;1;;;TtNU8zDQTqB
826;4;70;an Isi Ebele Achina Primary Health Centre;Rural;;0;;;;1;12;1;;;
827;4;70;an Jesse Hospital and Maternity Umuoru Uga;Rural;;0;;;;1;12;1;;;
828;4;70;an Kandudi Specialist Hospital;Rural;;0;;;;1;12;1;;;qtckkPtd1zQ
829;4;70;an Mkpologwu National Hospital;Rural;;0;;;;1;12;1;;;
830;4;70;an Nkpologwu Community Hospital;Rural;;0;;;;1;12;1;;;
831;4;70;an Nwajiaku Inland Hospital;Rural;;0;;;;1;12;1;;;
832;4;70;an Ogechukwu Hospital and Maternity Ekwulobia;Rural;;0;;;;1;12;1;;;
833;4;70;an Oraeri Primary Health Centre;Rural;;0;;;;1;12;1;;;
834;4;70;an St Marys Hospital;Rural;;0;;;;1;12;1;;;
835;4;70;an St. Patrick Hospital and Maternity Uga;Rural;;0;;;;1;12;1;;;
836;4;70;an Umuchu General Hospital;Rural;;0;;;;1;12;1;;;
837;4;70;an Umuchu Visitation Hospital;Rural;;0;;;;1;12;1;;;q3npGmpr7jB
838;4;70;an Umuona Ijeoma Hospital/Maternity;Rural;;0;;;;1;12;1;;;
839;4;70;an Umuona Primary Health Centre;Rural;;0;;;;1;12;1;;;
840;4;70;an Zenith Hospital and Maternity Ekwulobia;Rural;;0;;;;1;12;1;;;
841;4;71;an Abube Agu Nando Primary Health Centre;Rural;;0;;;;1;12;1;;;
842;4;71;an Eziagulu Out Primary Health Centre;Rural;;0;;;;1;12;1;;;
843;4;71;an Aguleri Immaculate Heart Hospital;Rural;;0;;;;1;12;1;;;gtLJZDkoOBJ
844;4;71;an Nsugbe Model Primary Health Care Centre;Rural;;0;;;;1;12;1;;;
845;4;71;an Umueri Diocesan Hospital and Maternity;Rural;;0;;;;1;12;1;;;cmzZbUX3cGw
846;4;72;an Inoma Primary Health Centre;Rural;;0;;;;1;12;1;;;
847;4;72;an Odeh Primary Health Centre;Rural;;0;;;;1;12;1;;;
848;4;72;an Oroma Etiti Referral Health Centre;Rural;;0;;;;1;12;1;;;
849;4;72;an Umudeze Mmiata Primary Health Centre;Rural;;0;;;;1;12;1;;;
850;4;72;an Umueze Anam Primary Health Centre;Rural;;0;;;;1;12;1;;;rnuQ07KLnnj
851;4;73;an Adazi Enu Primary Health Centre;Rural;;0;;;;1;12;1;;;
852;4;73;an Adazi St Joseph Hospital;Rural;;0;;;;1;12;1;;;RZZDd9hVjdr
853;4;73;an Agulu General Hospital;Rural;;0;;;;1;12;1;;;
854;4;73;an Agulu Ifeanyichukwu Hospital;Rural;;0;;;;1;12;1;;;
855;4;73;an Agulu Nkitaku Primary Health Centre;Rural;;0;;;;1;12;1;;;
856;4;73;an Agulu-Uzoigbo Health Centre;Rural;;0;;;;1;12;1;;;
857;4;90;an Awkuzu Primary Health Centre;Rural;;0;;;;1;12;1;;;NUBcuXbC1ph
858;4;73;an Community Reproductive Referral Health Centre Neni;Rural;;0;;;;1;12;1;;;
859;4;73;an Epheta Maternity Centre;Rural;;0;;;;1;12;1;;;
860;4;73;an neni 1 Primary Health Centre;Rural;;0;;;;1;12;1;;;
861;4;73;an Neni Comprehensive Health Centre NAUTH;Rural;;0;;;;1;12;1;;;dIdqPfyMCVJ
862;4;73;an Nne Ogidi Agulu Primary Health Centre;Rural;;0;;;;1;12;1;;;
863;4;73;an Nne Ogidi Agulu Primary Health Centre;Rural;;0;;;;1;12;1;;;
864;4;73;an Nri Primary Health Centre;Rural;;0;;;;1;12;1;;;
865;4;73;an Obeledu Primary Health Centre;Rural;;0;;;;1;12;1;;;
866;4;73;an Umunri Neni Primary Health Centre;Rural;;0;;;;1;12;1;;;
867;4;73;an Umuowelle Agulu Primary Health Centre;Rural;;0;;;;1;12;1;;;
868;4;74;an Achalla Primary Health Centre;Rural;;0;;;;1;12;1;;;
869;4;74;an Amanuke Primary Health Centre;Rural;;0;;;;1;12;1;;;
870;4;74;an Awba Offemmili Primary Health Centre;Rural;;0;;;;1;12;1;;;
871;4;74;an Isuniocha Primary Health Centre;Rural;;0;;;;1;12;1;;;
872;4;74;an Mgbakwu Primary Health Centre;Rural;;0;;;;1;12;1;;;
873;4;74;an Ugbenu Primary Health Centre;Rural;;0;;;;1;12;1;;;
874;4;74;an Urum Primary Health Centre;Rural;;0;;;;1;12;1;;;
875;4;75;an Amawbia Maternal and Child Health Clinic;Urban;;0;;;;1;12;1;;;
876;4;75;an Anambra State University Teaching Hospital;Urban;;0;;;;1;12;1;;;hJaxCbxFdLS
877;4;75;an Awka Faith Hospital;Urban;;0;;;;1;12;1;;;xkRlTJBZ79F
878;4;75;an Awka Harmony Hospital;Urban;;0;;;;1;12;1;;;
879;4;75;an Be GLAD Foundation;Rural;;0;;;;1;12;1;;;
880;4;75;an Beacon Hospital;Urban;;0;;;;1;12;1;;;
881;4;75;an Christ the King Hospital;Urban;;0;;;;1;12;1;;;
882;4;75;an Climax Specialist Hospital;Urban;;0;;;;1;12;1;;;
883;4;75;an Divine Hospital and Maternity Amikwo Awka;Urban;;0;;;;1;12;1;;;
884;4;75;an Everest Hospital and Maternity;Urban;;0;;;;1;12;1;;;
885;4;75;an God is able Maternity Home;Urban;;0;;;;1;12;1;;;qIjqxMKTc8E
886;4;75;an His Glory Hospital and Maternity;Urban;;0;;;;1;12;1;;;
887;4;75;an Ifebi Medical Centre;Urban;;0;;;;1;12;1;;;
888;4;75;an Ikechukwu Maternity Home;Rural;;0;;;;1;12;1;;;
889;4;75;an Izunna Hospital and Maternity;Urban;;0;;;;1;12;1;;;
890;4;75;an Miracle Maternity Home;Urban;;0;;;;1;12;1;;;
891;4;75;an Nibo Basic Health Center;Rural;;0;;;;1;12;1;;;
892;4;75;an Nkwelle Primary Health Centre;Rural;;0;;;;1;12;1;;;
893;4;75;an Nworahs Hospital;Urban;;0;;;;1;12;1;;;
894;4;75;an Obioma Hospital;Urban;;0;;;;1;12;1;;;
895;4;75;an Police Comprehensive Hospital Awka;Urban;;0;;;;1;12;1;;;
896;4;75;an Regina Caeli Hospital;Urban;;0;;;;1;12;1;;;vSs8HGhz2i9
897;4;75;an Rock Foundation Hospital;Urban;;0;;;;1;12;1;;;
898;4;75;an Sefton Specialist Hospital;Urban;;0;;;;1;12;1;;;
899;4;75;an Trinity Hospital and Maternity;Urban;;0;;;;1;12;1;;;OaDlk4Ffi9u
900;4;75;an Umuawulu Primary Health Centre;Urban;;0;;;;1;12;1;;;
901;4;76;an Amikwe Omor Health Post;Rural;;0;;;;1;12;1;;;
902;4;76;an Anaku Primary Health Centre;Rural;;0;;;;1;12;1;;;
903;4;76;an Ifite Ogwari Primary Health Centre;Rural;;0;;;;1;12;1;;;
904;4;76;an Ifite-Ogwari Amasi-Udala Primary Health Centre;Rural;;0;;;;1;12;1;;;
905;4;76;an Igbaku Health Post;Rural;;0;;;;1;12;1;;;
906;4;76;an Omasi-Agu Primary Health Centre;Rural;;0;;;;1;12;1;;;
907;4;76;an Omor Primary Health Centre;Rural;;0;;;;1;12;1;;;
908;4;77;an Akwa Ifitedunu Primary Health Centre;Rural;;0;;;;1;12;1;;;
909;4;77;an Ebelechukwu Maternal Home;Rural;;0;;;;1;12;1;;;
910;4;77;an Nkwelle Umunachi Primary Health Centre;Rural;;0;;;;1;12;1;;;
911;4;77;an Rural Women Foundation;Rural;;0;;;;1;12;1;;;
912;4;77;an Ukpo Comprehensive Health Centre;Rural;;0;;;;1;12;1;;;vXQYAhkWDFv
913;4;77;an Ukpo Primary Health Centre;Rural;;0;;;;1;12;1;;;
914;4;77;an Ukwulu Primary Health Centre;Rural;;0;;;;1;12;1;;;
915;4;77;an Umuanugwo Ifitedunu Primary Health Centre;Rural;;0;;;;1;12;1;;;
916;4;78;an Afor Ilo Primary Health Centre Ozubulu;Rural;;0;;;;1;12;1;;;
917;4;78;an Nza Primary Health Centre;Rural;;0;;;;1;12;1;;;
918;4;78;an Orafite General Hospital;Rural;;0;;;;1;12;1;;;S6BM5MjtOr6
919;4;78;an Ozubule Maternal and Child Health;Rural;;0;;;;1;12;1;;;
920;4;79;an Adinma Specialist Hospital and Maternity;Urban;;0;;;;1;12;1;;;
921;4;79;an Ark of Covenant Hospital;Urban;;0;;;;1;12;1;;;
922;4;79;an Awada Peace Hospital and Maternity;Urban;;0;;;;1;12;1;;;
923;4;79;an Chiagozie Maternity Home Oraukwu;Rural;;0;;;;1;12;1;;;
924;4;78;an Chinedum Hospital and Maternity Ozubulu;Rural;;0;;;;1;12;1;;;
925;4;79;an Chukwudi Hospital;Urban;;0;;;;1;12;1;;;
926;4;79;an Divine Mercy Hospital and Maternity;Urban;;0;;;;1;12;1;;;
927;4;79;an Eberechukwu Maternity Nkpor Uno;Rural;;0;;;;1;12;1;;;
928;4;79;an El-shaddai Hospital and Maternity;Urban;;0;;;;1;12;1;;;
929;4;79;an Emmanuel Obiakor Memorial Hospital Ogidi;Urban;;0;;;;1;12;1;;;
930;4;79;an Ezim Memorial Hospital Obosi;Urban;;0;;;;1;12;1;;;
931;4;78;an Eziora Primary Health Centre;Rural;;0;;;;1;12;1;;;
932;4;79;an Graceland Foundation Hospital and Maternity;Urban;;0;;;;1;12;1;;;
933;4;78;an Holy Family Hospital and Maternity;Rural;;0;;;;1;12;1;;;
934;4;78;an Ibollo Primary Health Centre;Rural;;0;;;;1;12;1;;;
935;4;78;an Ifite Primary Health Centre Oraifite;Rural;;0;;;;1;12;1;;;
936;4;79;an Immaculate Heart Hospital (Nkpor);Urban;;0;;;;1;12;1;;;qgqhqfcKGdq
937;4;79;an Iyi-Enu Hospital;Urban;;0;;;;1;12;1;;;DMSChigclvX
938;4;79;an Madueke Memorial Hospital and Maternity;Urban;;0;;;;1;12;1;;;UWquziI5Peu
939;4;79;an Ndubisi Clinic;Rural;;0;;;;1;12;1;;;
940;4;79;an New Mayor Hospital and Fertility Centre;Urban;;0;;;;1;12;1;;;
941;4;79;an Nkpor Chukwunonso Hospital and Maternity;Urban;;0;;;;1;12;1;;;
942;4;79;an Nkpor Crown Hospital & Maternity;Urban;;0;;;;1;12;1;;;iS2evJ9w5Os
943;4;79;an Nkpor First Line Specialist Hospital and Maternity;Urban;;0;;;;1;12;1;;;
944;4;79;an Nkpor Hossan Hospital;Urban;;0;;;;1;12;1;;;
945;4;79;an Nkpor Ndu Primary Health Centre;Urban;;0;;;;1;12;1;;;
946;4;79;an Nkpor St. Dominic Hospital and Maternity;Urban;;0;;;;1;12;1;;;
947;4;79;an Nobel Hospital and Maternity;Urban;;0;;;;1;12;1;;;
948;4;79;an Nwabume Memorial Maternity Umuotu Obosi;Rural;;0;;;;1;12;1;;;
949;4;79;an Obinwane Hospital and Maternity;Urban;;0;;;;1;12;1;;;
950;4;79;an Obosi St Martins Hospital;Urban;;0;;;;1;12;1;;;ChKm6shbRNJ
951;4;79;an Ogbu Abatete Primary Health Centre;Rural;;0;;;;1;12;1;;;
952;4;79;an Ogidi General Hospital;Urban;;0;;;;1;12;1;;;
953;4;79;an Ogidi Maternal and Child Health Clinic;Urban;;0;;;;1;12;1;;;
954;4;78;an Ositadinma Hospital and Maternity;Rural;;0;;;;1;12;1;;;
955;4;79;an Queen of Babies Maternity Home Nkpor;Urban;;0;;;;1;12;1;;;
956;4;78;an Referral Health Centre Oraifite;Rural;;0;;;;1;12;1;;;
957;4;79;an St Josephs Maternity Home Umuoji;Rural;;0;;;;1;12;1;;;
958;4;75;an St Michaels Hospital/Maternity;Urban;;0;;;;1;12;1;;;
959;4;79;an Three Sister Maternity Home;Urban;;0;;;;1;12;1;;;
960;4;79;an Umuoji St. Rita Maternity Home;Rural;;0;;;;1;12;1;;;
961;4;80;an Alor Primary Health Centre;Rural;;0;;;;1;12;1;;;
962;4;80;an Awka-Etiti Primary Health Centre;Rural;;0;;;;1;12;1;;;
963;4;80;an Awuda Nnobi Primary Health Centre;Rural;;0;;;;1;12;1;;;
964;4;80;an Chiamaka Hospital and Maternity Nnobi;Rural;;0;;;;1;12;1;;;
965;4;80;an Ebenesi Nnobi Primary Health Centre;Rural;;0;;;;1;12;1;;;ZV1Fk6gIXJz
966;4;80;an Moon Hospital;Rural;;0;;;;1;12;1;;;
967;4;80;an Nnobi Chukwunonso Hospital & Maternity;Urban;;0;;;;1;12;1;;;hpy0psIMqSV
968;4;80;an Nnobi General Hospital;Rural;;0;;;;1;12;1;;;
969;4;80;an Nnokwa Primary Health Centre;Rural;;0;;;;1;12;1;;;
970;4;80;an Oba Comprehensive Health Centre (Trauma Centre);Rural;;0;;;;1;12;1;;;mS9v4wYl05U
971;4;80;an Ojoto-Obofia Primary Health Centre;Rural;;0;;;;1;12;1;;;T6Wx5UabHht
972;4;80;an Ojotu Uno Primary Health Centre;Rural;;0;;;;1;12;1;;;qvt6oTQ7By7
973;4;80;an Our Lady of Fatima Catholic Hospital;Rural;;0;;;;1;12;1;;;
974;4;80;an Umuanocha Primary Health Centre;Rural;;0;;;;1;12;1;;;
975;4;81;an Amamputu Primary Health Centre;Rural;;0;;;;1;12;1;;;
976;4;81;an Azia Primary Health Centre;Rural;;0;;;;1;12;1;;;
977;4;81;an Eziama Uli Primary Health Centre;Rural;;0;;;;1;12;1;;;
978;4;81;an Eziani Health Centre;Rural;;0;;;;1;12;1;;;Ilr05AToeXm
979;4;81;an Iseke Primary Health Centre;Rural;;0;;;;1;12;1;;;
980;4;81;an Mbosi Primary Health Centre;Rural;;0;;;;1;12;1;;;
981;4;81;an Okija General Hospital;Rural;;0;;;;1;12;1;;;
982;4;81;an Okija Primary Health Centre;Rural;;0;;;;1;12;1;;;
983;4;81;an Orsumoghu Primary Health Centre;Rural;;0;;;;1;12;1;;;
984;4;81;an Our Lady of Lourdes Hospital;Urban;;0;;;;1;12;1;;;QxjGLYSI8JF
985;4;78;an Ozubulu St. Jude Hospital and Maternity;Rural;;0;;;;1;12;1;;;lg153HStqaI
986;4;81;an Uli Primary Health Centre;Rural;;0;;;;1;12;1;;;
987;4;81;an Umuatuegwu Okija Primary Health Centre;Rural;;0;;;;1;12;1;;;
988;4;81;an Umudara Primary Health Centre;Rural;;0;;;;1;12;1;;;
989;4;81;an Umuhu Ubahu Okija Primary Health Centre;Rural;;0;;;;1;12;1;;;NnnDeW7KPHH
990;4;81;an Umuohi Primary Health Centre;Rural;;0;;;;1;12;1;;;
991;4;81;an Vera Clinic Ihiala;Rural;;0;;;;1;12;1;;;
992;4;82;an Abagana Health Centre;Rural;;0;;;;1;12;1;;;
993;4;82;an Abba Primary Health Centre;Rural;;0;;;;1;12;1;;;
994;4;82;an Adegbe Avonimi Primary Health Centre;Rural;;0;;;;1;12;1;;;
995;4;82;an Beke Memorial Hospital Nimo;Rural;;0;;;;1;12;1;;;
996;4;82;an BeluChukwu Hospital and Maternity;Rural;;0;;;;1;12;1;;;
997;4;82;an Egbengwu Nimo Primary Health Centre;Rural;;0;;;;1;12;1;;;
998;4;82;an Enugu Agidi Primary Health Centre;Rural;;0;;;;1;12;1;;;
999;4;82;an Eziomaigbo Primary Health Centre;Rural;;0;;;;1;12;1;;;
1000;4;82;an Nawfia Primary Health Centre;Rural;;0;;;;1;12;1;;;
1001;4;82;an Nimo General Hospital;Rural;;0;;;;1;12;1;;;
1002;4;82;an Okpala Hospital and Maternity Enugu Ukwu;Rural;;0;;;;1;12;1;;;
1003;4;82;an St. Ann Hospital and Maternity;Rural;;0;;;;1;12;1;;;
1004;4;82;an Umudiaba Nimo Primary Health Centre;Rural;;0;;;;1;12;1;;;
1005;4;82;an Urban Hospital and Maternity Abagana;Rural;;0;;;;1;12;1;;;
1006;4;82;an Urunnebo Enugwu Ukwu Primary Health Centre;Rural;;0;;;;1;12;1;;;
1007;4;82;an Uruogbo Enugwu Ukwu Primary Health Centre;Rural;;0;;;;1;12;1;;;
1008;4;83;an Abubor Nnewichi Chimex Hospital and Maternity;Urban;;0;;;;1;12;1;;;
1009;4;83;an Abubor Nnewichi Obioma Specialist Hospital;Urban;;0;;;;1;12;1;;;zhRuexFZvIb
1010;4;83;an ADONHACDC;Urban;;0;;;;1;12;1;;;
1011;4;83;an De Dominion Hospital and Maternity Uruagu;Urban;;0;;;;1;12;1;;;
1012;4;83;an Edoji Primary Health Centre;Rural;;0;;;;1;12;1;;;
1013;4;83;an Emecourt Health Centre Nnewi;Rural;;0;;;;1;12;1;;;
1014;4;83;an First Maf Hospital and Maternity Nnewi;Urban;;0;;;;1;12;1;;;
1015;4;83;an Glory Hospital and Maternity;Rural;;0;;;;1;12;1;;;
1016;4;83;an Holy Trinity Hospital and Maternity;Rural;;0;;;;1;12;1;;;
1017;4;83;an Inyaba Health Centre  Nnewi;Rural;;0;;;;1;12;1;;;
1018;4;83;an Ndiakwu Health Centre Otolo Nnewi;Rural;;0;;;;1;12;1;;;
1019;4;83;an Ngozi Chukwuka Hospital and Maternity;Rural;;0;;;;1;12;1;;;
1020;4;83;an Nnamdi Azikiwe University Teaching Hospital;Urban;;0;;;;1;12;1;;;cHx0SynlcSV
1021;4;83;an Nnewi Diocesan Hospital;Urban;;0;;;;1;12;1;;;aaLlTiXCFJX
1022;4;83;an Nnewi Okpuno-Otolo Health Centre;Urban;;0;;;;1;12;1;;;
1023;4;83;an Nnewi Udeagbala Foundation Hospital and Maternity;Urban;;0;;;;1;12;1;;;
1024;4;83;an Okpuno Egbu Primary Health Centre;Rural;;0;;;;1;12;1;;;
1025;4;83;an Okpunor Nnewichi Rose of Sharon Specialist Hospital;Urban;;0;;;;1;12;1;;;
1026;4;83;an Okwuani Immaculate Heart Hospital and Maternity;Urban;;0;;;;1;12;1;;;
1027;4;83;an Otolo Ikedife Specialist Hospital;Urban;;0;;;;1;12;1;;;
1028;4;83;an Otolo Nnewi Chidiera Hospital;Urban;;0;;;;1;12;1;;;h1Gwe05xHF3
1029;4;83;an Otolo Umuenem Primary Health Centre;Urban;;0;;;;1;12;1;;;wPTAa1ma3wy
1030;4;83;an Umudim Chicason Hospital;Urban;;0;;;;1;12;1;;;
